broad_group,period_dt,bloc,weighted_price,q25,q75
Rare Earths,2021-07-01,Adversary,27.117756838887786,19.262304236405328,33.189584589380566
Rare Earths,2021-07-01,Intermediary,23.4850150125334,4.771155069244988,34.362549424651014
Rare Earths,2021-08-01,Adversary,25.651229587689823,20.47838302213185,31.23113492279641
Rare Earths,2021-08-01,Intermediary,23.56621208369106,6.733393163162173,39.14203434092864
Rare Earths,2021-09-01,Adversary,26.989875406612395,17.242958284054687,36.57655275822545
Rare Earths,2021-09-01,Intermediary,23.023197067410738,5.243410982491218,39.74098530150212
Rare Earths,2021-10-01,Adversary,27.221000365182093,18.469009045571905,34.51021824698381
Rare Earths,2021-10-01,Intermediary,24.981019311239482,5.303335870451347,39.40936887930657
Rare Earths,2021-11-01,Adversary,24.89617737982954,15.478490477579886,33.673239085292
Rare Earths,2021-11-01,Intermediary,21.910145801106154,4.8728567955193265,47.86055683426659
Rare Earths,2021-12-01,Adversary,24.800160856547127,17.58618547743351,32.61154796227967
Rare Earths,2021-12-01,Intermediary,24.39867684401758,5.430418047180323,41.55934842651542
Rare Earths,2022-01-01,Adversary,31.906825376972293,22.29622529339354,35.09448850605625
Rare Earths,2022-01-01,Intermediary,25.138141148358518,7.017480120301535,46.17676804091744
Rare Earths,2022-02-01,Adversary,29.918009193125524,17.1836860966116,40.30124303245261
Rare Earths,2022-02-01,Intermediary,28.705707755992293,8.804903154637692,44.36140981063667
Rare Earths,2022-03-01,Adversary,33.32920204780097,14.859542087355116,51.99457620745421
Rare Earths,2022-03-01,Intermediary,34.54482696014384,9.121250424937829,54.738473430592535
Rare Earths,2022-04-01,Adversary,43.59215629987272,21.61934362734081,64.99703695312841
Rare Earths,2022-04-01,Intermediary,29.428452277677966,6.060143820408452,48.67318022456464
Rare Earths,2022-05-01,Adversary,41.07155488110471,21.580807344099856,60.718871273086755
Rare Earths,2022-05-01,Intermediary,32.60171972123973,8.706185453940932,59.84408738874259
Rare Earths,2022-06-01,Adversary,38.13878317112454,21.218204736821257,51.01113199503243
Rare Earths,2022-06-01,Intermediary,31.223320861971917,9.487027245490502,54.13653086095494
Rare Earths,2022-07-01,Adversary,43.36926126685278,31.783983015518825,50.984623149206364
Rare Earths,2022-07-01,Intermediary,30.623097506510504,9.832241642152994,59.56912473240928
Rare Earths,2022-08-01,Adversary,46.27246153692947,28.256474176888528,67.36105796697622
Rare Earths,2022-08-01,Intermediary,30.147161494598446,10.742597801547916,55.72893392320258
Rare Earths,2022-09-01,Adversary,39.49730948263727,24.170138643569246,56.163293294907035
Rare Earths,2022-09-01,Intermediary,28.36503956016802,8.842729753412538,42.00766184967804
Rare Earths,2022-10-01,Adversary,39.953993228325984,27.40525298082682,55.030776115196716
Rare Earths,2022-10-01,Intermediary,26.646302122484613,6.7078833849040835,41.780818801743834
Rare Earths,2022-11-01,Adversary,48.60895609201958,34.078942296254176,63.54163877056396
Rare Earths,2022-11-01,Intermediary,22.63444573304259,6.527456760187214,35.512676270278014
Rare Earths,2022-12-01,Adversary,34.41372230160179,22.523767790399905,39.93500338862435
Rare Earths,2022-12-01,Intermediary,26.413032960673895,8.642388159846465,41.62192611074156
Rare Earths,2023-01-01,Adversary,34.78048005873001,20.651297599580435,49.14821177939582
Rare Earths,2023-01-01,Intermediary,22.796038974904153,8.34100385320959,39.31286639437531
Rare Earths,2023-02-01,Adversary,45.15987433543471,28.858114087733256,62.735519813710084
Rare Earths,2023-02-01,Intermediary,29.808073599701295,11.611597500056735,47.170203883448465
Rare Earths,2023-03-01,Adversary,38.61384513766754,29.62495784165637,55.921170003797954
Rare Earths,2023-03-01,Intermediary,24.46274245316254,7.009342000751191,36.64716597472408
Rare Earths,2023-04-01,Adversary,37.58742362026707,23.727631825348197,48.66278551525121
Rare Earths,2023-04-01,Intermediary,20.738539841551745,5.95725674867284,36.68482086230113
Rare Earths,2023-05-01,Adversary,31.459368670807297,19.297677915662746,38.78316484750997
Rare Earths,2023-05-01,Intermediary,21.414969052765766,6.215419063575113,37.49303637427123
Rare Earths,2023-06-01,Adversary,29.442282810348885,19.71241827791754,41.53271036639156
Rare Earths,2023-06-01,Intermediary,18.544429595517244,6.2653997812982345,31.744905687467018
Rare Earths,2023-07-01,Adversary,28.876969487115353,18.911711173921418,44.61690948388655
Rare Earths,2023-07-01,Intermediary,19.450297461479316,7.378430406634512,39.75818021117698
Rare Earths,2023-08-01,Adversary,28.158280300666863,20.626257399228425,35.924763482044206
Rare Earths,2023-08-01,Intermediary,19.93214626295526,7.320508549903825,34.68326510418045
Rare Earths,2023-09-01,Adversary,28.395413787646124,18.793632583068817,32.67352023361376
Rare Earths,2023-09-01,Intermediary,21.82177747570304,8.148386872473866,34.2776030343554
Rare Earths,2023-10-01,Adversary,23.264440714674105,15.427262790173186,27.825185574781287
Rare Earths,2023-10-01,Intermediary,22.232881419882514,8.034695389874026,36.82787404963564
Rare Earths,2023-11-01,Adversary,27.082088772657798,21.447905450910806,33.26323478516773
Rare Earths,2023-11-01,Intermediary,18.630333287296693,5.843535288650567,29.336240765638546
Rare Earths,2023-12-01,Adversary,30.022508937065616,21.539815341378983,41.89965358974841
Rare Earths,2023-12-01,Intermediary,18.30663175612348,7.563585429187734,28.37273285632289
Rare Earths,2024-01-01,Adversary,21.62361364892437,13.83800541864913,31.34685920697428
Rare Earths,2024-01-01,Intermediary,19.500466942211805,6.697004485353731,32.386500890126484
Rare Earths,2024-02-01,Adversary,27.27770877312608,20.388561145848488,38.409025054554924
Rare Earths,2024-02-01,Intermediary,18.90621808731574,6.139979571275559,29.546313074007806
Rare Earths,2024-03-01,Adversary,26.017148897759192,21.282956979933488,34.44050151505061
Rare Earths,2024-03-01,Intermediary,24.510234077447247,7.867266310526449,34.15826676069046
Rare Earths,2024-04-01,Adversary,21.302948255852815,13.042865044253244,36.88963585999942
Rare Earths,2024-04-01,Intermediary,21.70598038947923,8.758724727105202,34.24128707323896
Rare Earths,2024-05-01,Adversary,18.549332924283117,10.177406140597743,18.38862675307973
Rare Earths,2024-05-01,Intermediary,18.62573582670642,6.158545031217839,29.826835615788383
Rare Earths,2024-06-01,Adversary,23.176522178906353,15.613019369204906,32.37045681768465
Rare Earths,2024-06-01,Intermediary,17.644447591861635,5.7196729402391195,31.08726296138722
Rare Earths,2024-07-01,Adversary,21.340328128565208,14.904110853616965,29.56720309009268
Rare Earths,2024-07-01,Intermediary,20.33153842411779,7.866413588555564,31.741065410322683
Rare Earths,2024-08-01,Adversary,21.25878503182855,12.781340030441738,32.48505176315948
Rare Earths,2024-08-01,Intermediary,20.143744622634205,7.903618103602222,32.141215238612105
